SUPT3H	TRRAP
SRSF2	AIRE
BBS4	EIF3A
IRF2BP1	JDP2
SP100	CASP8AP2
HSPA8	RELB
FYN	PIK3R2
TERF1	YWHAG
ITGB2	GULP1
STAC	LMNA
PPP1R13B	KHDRBS1
IDH3A	IDH3B
AKAP8L	DHX9
CSE1L	MAPK6
CDKN1B	CCNB1
PSEN2	EID1
TNF	LTA
NFKBIZ	STAT3
TFIP11	CCP110
TFIP11	CCP110
GTF3C3	TBP
PLEKHF2	BEND7
PIAS4	HDAC1
PTGIR	GNA11
FBXW11	CTNNB1
FBL	ARFGEF1
FBXO5	PLK1
SMAD4	GATA2
RAE1	SMC3
TK1	TUBB2A
MRPL36	BRCA1
TAF7	TAF4
UBE2E3	DTX3
SFN	ANKS1A
CHMP6	METTL9
NUP205	MYC
MAGED1	MTHFD1L
RPS2	MRPL12
CD81	TSPAN4
RBL2	LIN52
TERF1	STAG1
IPO8	RANGAP1
CUL2	P4HB
ARL6IP5	ARL6
SERPINA4	KLK2
PPIF	VDAC3
MAP3K14	RPS3A
GUSBP1	EEF1A1
NAMPT	IFITM3
UQCRC1	RUVBL2
ATP5L	SAP18
SAP18	ATP5L
CASP2	DCTN1
CDC42	PRKCI
TIMP1	MMP2
SLC25A6	MAP3K1
CYFIP2	WASF1
PLPP1	FXYD1
PSMA7	PSMC5
UBE2D1	TRIM26
EIF2B5	EIF2B4
TIMM50	MAP3K3
HIST2H3A	PARP3
ALK	SHC1
GIPC1	PDXDC1
NRAS	BCL2
HSPG2	APP
APC	PNISR
TTK	CDCA8
PDCD11	RELA
YWHAQ	RGS7
PSMB1	PSMD13
NR0B2	HDAC1
RCC1	KPNB1
DNAJB1	CYP2C8
TCEAL1	RFC1
CCAR2	NFKB2
ABI1	SPTA1
CTNNBIP1	CASP4
PLEKHA5	EXTL3
BNC1	BIK
PITPNA	MLKL
UBE2E3	MID1
RPL3	RPL23A
POLR3A	POLR1D
HNRNPH1	MBNL1
UBE2E3	RNF111
PON1	CLU
RNF13	UBE2D3
ZYX	SREBF2
LYAR	TWF2
AIRE	HIST1H3A
MMP15	LRP1
NRAS	RASGRP2
RPL32	RPS2
MAP3K7	NOD2
C4BPA	LRP1
NFKBIA	G3BP2
RPS15	RPL9
TCEB1	FEM1B
LY6G6F	GRB7
RPS9	RPL23A
CAV1	GJA3
SSSCA1	QRICH2
DAB1	RELN
TNFRSF1B	BAG2
SLC25A6	TP53RK
HOXC8	BMPR1A
PPM1B	ANXA2
RPL36	CNBP
GABPB1	HCFC1
HCK	SH3BP1
TTLL5	CDKN1A
COPB1	COPE
CBL	VAV2
ID3	MYF6
HTATSF1	CCNT1
UBE2D4	PJA2
SUB1	TBP
NLRP3	FAF1
NFYA	CDK2
PANK2	LXN
XBP1	PSMA6
RPLP1	RPLP0
SRSF9	SF3A2
SUMO1	ZMYM2
GLIS2	CPSF1
MAST3	CNTNAP4
CBX1	ADNP2
M6PR	REN
YWHAE	YWHAG
FGF5	FGFR2
SDC4	FGF2
PSMB3	PSMC1
YY1	ATF6
APC	MYO6
XRN2	DISC1
ARF6	IQGAP1
CTBP2	ELAC2
UNC5A	MAGED1
JAM3	F2RL2
HACD3	SERINC3
PML	SENP2
LAMA3	PLG
IL2RA	CD4
KPNB1	PAPOLA
NKTR	MAPK14
UBE2I	RNF185
IL2RG	PTPRJ
TRAF3	TNFRSF12A
ARHGDIA	CASP3
ARRDC2	WWP1
MED1	MED25
STAT5A	TSLP
TFDP2	E2F3
SURF4	DEGS1
MAP3K5	MAP3K2
CRYBA2	CRYBB2
PPP1CA	MAP3K3
CAD	MAP3K3
RPL27A	RPL10
RBBP4	SPEN
SRC	TUB
SNRPF	MAP3K1
PRPF4	PLRG1
AES	TLE1
KRT18	BBS1
ATG10	ATG7
SMAD7	FKBP1A
CDK3	CCNE1
HSPA8	TRADD
KPNA6	KPNB1
TAF7	TAF8
TUBB6	MAP3K3
DHX9	ZMAT3
DNMBP	NCKAP1
SOD2	AURKA
SRC	PTPN11
ULK1	ATG13
FUS	CTNNB1
MAPK6	ANK3
DYNLL2	GPHN
SNRPB2	SMN1
IFIT3	CDC37
FOSL2	CREB5
TRAF6	TUBA3C
POLRMT	NFKB2
KRT85	DLG3
LSM11	ZNF473
RGS7	GNAO1
DNAJA1	TRAF6
PTPRU	PPFIA3
SUPT5H	CCNT1
PSMB2	PSMB4
STAT3	LEPR
RABAC1	TUBB2A
KRT7	KRT17
VAMP8	VAMP2
SFN	LMO7
DYRK1A	SFN
HIP1R	CLTC
RPL23A	RPL7
SERPINB6	PLAU
TXNRD1	TXNIP
DCTN2	ACTR1A
KMT2A	BMI1
TGOLN2	AP1M2
TAC1	FN1
GNRHR	RGS10
BIRC3	UBE2D3
FKBP1B	TGFBR1
ERBB4	BTC
IKBKE	IMPDH2
ORC1	ORC4
RARA	PSMC5
IFIT5	IFIT3
PRKDC	MAP3K3
PNMA1	VAV2
MYC	POLE
RPL3	RPL10
APBB1	DHX15
UBE2N	OTUB1
IKZF3	SIN3A
CYFIP2	WASF2
YY1AP1	MAPK14
CD2BP2	CMBL
ZBTB32	TXNIP
DICER1	PRKRA
EIF4A2	EIF3M
PPP5C	CDC37
F13A1	FGG
LRSAM1	UBE2D4
C4B	CD46
HOOK1	CDC5L
RPN1	KIAA0087
HP	ITGAM
MGMT	UBA1
GUCA2A	GUCY2C
SRC	TRAF1
ZNF622	MELK
MDM2	SFN
SNRPA	PAPOLA
RALA	HRAS
TNFRSF1A	GCN1
CHAF1B	CDK2
RUVBL2	MAP3K1
PRPF8	SF3B3
RPS9	DDX56
MAP3K1	AIFM1
BAX	BCL2L11
AKR1B1	TFE3
STAT1	SMAD4
AMFR	UBE2W
JUND	MAPK1
IL20	IL20RA
CDC20	KRT32
BMPR1B	TRAF6
LMNB1	CASP3
SMARCB1	SMARCE1
PPP1R15A	PPP1R1A
MAP3K14	RPL9
XRCC3	FANCG
EMX2	EIF4E
TRAPPC3	TRAPPC13
AHR	SP1
BCL6	ZMYND8
ATAD3A	BRF2
FASLG	MACC1
CCDC85B	IKZF5
TUBB3	MAP3K3
SAP18	EIF3E
SAP18	EIF3E
STAT1	ACTN4
MNAT1	CCNH
PPP5C	CHORDC1
HNRNPA1	RIPK3
NEDD4	CDC25C
RNF114	UEVLD
MAP3K14	NPM1
FOS	SMARCD1
VPS11	MON1B
HTATSF1	POLR2A
CTDP1	POLR2C
CCNE1	BRCA1
ID3	CNOT3
NCOR1	HDAC4
ITGA4	ICAM4
ANKRA2	LRP2
PELO	HACD3
RABEP1	TSC2
MAP3K1	EEF1A2
PSMB2	TRAF6
SF3A2	ACIN1
SFPQ	TBK1
TRA2B	RBMXL2
MAP3K14	RPS10
WSB1	SMAD1
COL4A4	MATN2
SMC4	TRAF3IP1
MID1	UBE2E2
PLEKHF2	APPL1
PIK3CA	RASD2
MED27	MED9
CEP250	KAT2B
UBE2N	RNF128
GAPDH	ATN1
ECSIT	GCDH
RPL12	RPL10
MORF4L1	ACTL6A
MBD3	KDM1A
PIK3R2	CSF1R
EP300	PIK3R1
UBE2E3	RNF181
SIN3A	SAP18
TMPO	BANF1
MAST1	RPP30
RPL23	MAP3K3
CHD1	SAFB
NCOA6	KMT2B
GABARAPL1	ATG13
LGALS3BP	NID1
ST13P4	MAP3K3
DOCK1	ELMO2
SCN2A	RNF130
CHUK	CHEK1
TRAF1	DNAJA1
APC	NAV2
MRPL3	RPS18
VHL	ATM
PSMB5	PSMA4
RNF185	UBE2E2
MAP3K14	DNAJA1
NONO	RELB
IL16	KCNJ4
BLM	TP53BP1
RNF138	UBE2K
DDX5	HNRNPH1
PCNA	PGAM1
ISG15	FLNB
POLD4	WRNIP1
SREBF2	GOLGB1
HNRNPA3	CNBP
TCF20	MAPK14
POLR2G	POLR2J
EGFR	KRT8
APBB1	NONO
ANXA11	SRI
PSMD4	PSMA5
COPG1	COPE
TAF10	TAF8
SH2D3A	SFN
PFKP	TNFRSF1B
MAP3K5	SMN1
CDC20	ANAPC2
CDH5	P2RX6
VIM	RIPK2
RPS3	RPS29
HDAC1	CHD3
RPL3	RPL10A
ITCH	SMARCE1
UBE2D1	XIAP
PSMD10	PSMD13
TBK1	CYLD
HNRNPM	MAP3K14
RPRM	CDK4
SERPINE2	COL4A4
APAF1	FEM1B
SMAD4	CAMK2D
SNUPN	PAFAH1B2
CASP4	UFL1
MAP2K4	GEMIN5
MRPL9	SAT1
BAD	YWHAG
CHMP1B	SUCLG1
VPS16	VPS41
NLRP2	CHUK
PIK3R1	FGFR1
PLEKHA5	PLEKHA6
UBE2D1	BIRC8
RNF113A	UBE2U
DCD	RAD51D
CNOT6L	CNOT2
XPC	RAD23A
XRCC2	RAD51C
ACTL6A	KAT5
CCT8	PSMC2
PPARD	DUT
KPNA3	RELA
UBE2D3	DZIP3
GAB1	PLCG2
RPL4	RPL19
USP9X	MAP3K1
NIF3L1	SAT1
PAF1	RTF1
KPNB1	NCBP2
SNTB2	MAST2
PDP1	PDHA1
RPS12	RPS26
HDAC3	CCND1
MGAM	NCF1
RGL4	RALB
ITGAM	BCAP31
YWHAH	THRA
WAPL	PDS5B
DDX19B	KLHDC2
STAT5A	CEBPB
CDK1	PPP1CA
GTF2I	YY1
MAP2K3	SMAD4
PSMA2	PSMB8
RB1	CCND3
PRKACA	CDC37
RANBP2	XPO1
SRCAP	DMAP1
ARID1A	ITCH
FYN	UNC119
CENPU	PLK1
ILK	DDB1
EP300	TRERF1
DDX39B	THOC2
CDK1	FYN
GZMA	HNRNPK
TDP1	ATM
TDP1	ATM
HGH1	TTC4
ARF6	DYNC1H1
BLMH	CYP2C8
WDR36	RRP9
STRAP	SNRPD2
RPL34	CNBP
PSMB6	PSMA5
TFE3	ACLY
POLR3G	POLR3F
DYNLL1	MTR
PRKAR2B	AKAP10
RPL18	NFKB2
ADD1	RFX1
WWP2	RASA1
RPL32	RPL23
VTA1	VPS4A
RAB3IP	BBS1
DZIP3	UBE2D4
COPB1	TNFRSF1B
PRKAA2	TRIP6
TNFRSF11B	TNFSF10
BTRC	NEDD8
NEFM	RB1
PRKCD	INSR
DFFA	TMBIM4
JAK1	MDK
PSMD3	PTP4A3
GAPDH	S100A6
HSPA8	MAP3K1
VCP	HDAC6
PSMD7	PSMB4
KARS	NARS
ACTA1	FSCN1
PRPSAP1	CD2BP2
SMAD2	FOXO3
ARRB2	GSN
RPS20	RPS14
HDAC2	CDH1
TRIM27	UBE2J1
SCHIP1	SCOC
ACTC1	CFL1
MYC	RB1
LIN7B	KCNJ4
GFI1	SPI1
DNAAF5	CASP4
UBAP2L	NEDD4
IKBKE	MYH9
BCL2L1	CLU
RAB25	RAB11FIP2
POLR2H	CD40
TNFRSF19	TRAF6
KAT5	DMAP1
HSP90B1	EIF2AK3
USP28	CLSPN
HSPA4	NFKBIA
IKBKG	CANX
LCN1	LMBR1L
NEK6	SLC1A5
TCEB2	USP33
GRIN2A	ACTN1
HSPA4L	TUSC2
KRT82	PLEKHB2
ACTR6	H2AFZ
RNF11	UBE2E1
YWHAB	MST1R
TARS	BCAR3
UBE2D1	RNF7
GABARAP	MLH1
MED14	DCTN1
PDK1	PDHA1
MYOC	SERPINF1
SFN	MAP3K2
COL4A2	APP
UBE2W	RNF185
CDC42	DIAPH2
SUPT5H	PPIA
PARK2	UBASH3B
CCAR2	MAP3K3
SYNCRIP	GAPDH
EEF1G	MLH1
AHSG	CDC42
PSME3	PSMC5
DHX36	ILK
AKAP8L	LBR
SEPT7	SEPT2
MARCH7	VAV2
MDM2	AATF
RNF111	UBE2M
CREB3L3	ATF6
CTNNB1	EMD
AGGF1	SF3A2
MYC	TAF9
PLEKHA1	SH3BP4
TAB3	TRAF2
RIPK3	IQGAP1
SMAD3	MYC
TXN2	MLH1
SRGAP1	ROBO1
MAPKAPK5	JUN
WRAP73	COPS2
KAT6A	KMT2A
SF3A2	SF3B2
CRTC3	YWHAG
GDI1	RAB9A
ARL1	CDK5RAP3
MAPK8IP1	MAP3K10
NEFH	NEFM
RUNX1	CEBPA
RBL2	CREG1
BTBD2	TRIM5
IGF2R	GZMB
KAT5	BRD8
PSEN2	MAST1
PAK1	GIT2
EIF4E	PABPC1
TRIM55	UBE2D2
C11orf84	YWHAE
TSGA10	MYL6
SLC2A4	ACOX1
DAPK1	TRADD
LIMK1	SSH1
SERPINE2	COL4A3
SYT11	CSNK1A1
SF3B1	BRF2
MAP2K4	FLNA
ATG16L1	TGFBR1
CBX8	PCGF1
YWHAH	RIMS1
MAP3K14	RPL7A
ITGA1	COL13A1
IGSF5	LNX1
MYOD1	BHLHE41
TRIM29	TRIM27
RPL8	RPL23
TRAF3IP3	STRN3
COL5A3	COL5A1
UTS2	UTS2R
PLCG2	KDR
GAD1	GAD2
AHR	XPO1
PXN	PTPN11
DDX5	RIPK3
RUVBL1	TERT
CDKN1A	HDAC1
DDB1	COPS3
CDK1	USP16
NLRP12	FAF1
MAST1	PAXIP1
POLR2M	SIVA1
SNRPD2	DHX15
GRIA1	HSPA5
GADD45G	GADD45A
PDIA3	CLU
TSC1	PLK1
EP300	NOTCH1
ADAM15	SH3RF1
NLRP2	PYDC2
AP3B2	ATM
PLCG1	VAV3
PLN	S100A1
RPL3	CNBP
SMC4	IKBKG
HNRNPK	TBP
HDLBP	SOS1
NCOA6	PARP1
PPM1A	ARRB1
AIFM1	RELA
PXMP2	SIVA1
NEBL	MYPN
HCK	MAP4K5
CAD	RELA
BRIX1	NOP56
SSTR1	SSTR5
ENSA	RAP2A
UBE2D1	ZNRF4
C5orf30	MDFI
THOP1	MPP6
SUDS3	BRMS1
PRPF40A	CCT2
ACTB	NSMAF
JAK1	EGFR
ALX4	LEF1
PSMB1	PSMA7
RBBP4	RBBP7
ERBB2	SH2B3
POLR1A	POLR2L
STX1B	VAMP8
ERH	CNBP
CHUK	IKBKE
MPPED2	TRIP13
CD4	TNFRSF10A
EFHD1	PGRMC1
BRCC3	FAM175A
CLTA	HIP1
UBE2D1	BFAR
PCNA	PGK1
RXFP1	RLN2
RAD54B	TCEANC
SMAD7	SIRT1
TRAF3	ALPL
ITGA2B	COL1A2
ARFGAP1	ARF1
RBM12	GIGYF2
SOCS3	SOCS2
MYC	TOP1
CBL	YWHAE
RING1	PCGF1
PSMB6	PSMD7
FHOD1	APC
PCNA	ING2
PCGF6	CBX8
PLS3	FDPS
SLC25A5	MAP3K3
UBE2I	SETDB1
IFIT5	MAST1
DBN1	IKBKG
KIF5B	IKBKG
UBE2E2	TRIM39
OPTN	GTF3A
CSTF1	POLR2A
UBE2E1	ZNRF4
STAT3	CTR9
PARD6A	LLGL2
CHMP5	CHMP4B
LGALS3BP	TAB2
RPS5	RPL11
GRIN2B	LIN7A
FASLG	MMP7
CDC25B	KRT31
ATP5O	IKBKG
MOK	JUN
MYC	PRPF8
CAPZA1	IKBKG
KEAP1	TSC22D4
PTPRC	MBL2
VPS16	HOOK2
XIAP	NOD2
LRP5	THBS1
ACTA1	DNMBP
CDK1	PPP1CC
UBE2D1	MAP3K1
NFKB2	EEF1A2
BCR	JAK2
TRAPPC8	TRAPPC3
TRAPPC3	TRAPPC8
GNG13	GNB1
FBL	NCL
COPS5	ITGB2
MAP3K14	IARS
VHL	HAS1
CSF2	KITLG
CCT3	CCT6A
CTNND1	CDH24
GPHN	GLRB
SFPQ	TRAF1
TRIM35	UBE2U
HSPA8	MAP3K3
LCK	WASL
STT3B	DDOST
STT3B	DDOST
MLXIP	YWHAB
TRIM32	TRIM27
IL1R1	PIK3R1
PMPCA	PMPCB
ZNRF3	UBE2N
RAB11B	RAB11FIP5
EIF6	HAS1
PPP2R5A	GNL3
EP300	ABL1
GCNT1	PRKCB
CCT4	CCT2
IKBKAP	DYNC1H1
FCGR3A	CD4
APP	F12
ELANE	NOTCH2NL
RLIM	UBE2D3
UBE2D1	RNF10
HIC1	HDAC1
CANX	LHCGR
EIF3G	AIFM1
TLX1	MEIS1
EIF2B4	EIF2B3
RPL10	RPL11
CEP63	DISC1
SRSF11	PIN1
SLPI	GRN
CD82	ITGB1
CEP63	PCNX4
RPL4	RPL3
UBE2W	ZNRF1
NCK1	TNIK
GDF6	BMPR2
DRD2	SSTR5
NEDD8	RPL11
CHD3	KDM1A
DLG4	ERBIN
SEMA4A	HAVCR1
ZNRF1	UBE2E1
HLA-G	KLRD1
PDCD2	PARK2
ACTG1	DISC1
TNFRSF12A	BIRC2
TUBA3C	MAP3K3
HLA-DPA1	CD74
TIMP1	CD63
LIN7C	HTR2C
SMAD3	SF3B2
BYSL	EMG1
CXCL10	DPP4
NELFB	JUN
AMFR	VCP
WDR5	KAT6A
DUSP1	MAPK10
MADD	PTPRN
RIPK3	MYH10
SUZ12	JARID2
MSX2	SPEN
DYNLL1	CS
RNF150	UBE2U
KCNK9	YWHAB
FBXO11	CUL1
RPL4	RPL32
LYN	RPL10
SIAH1	UBE2D2
TBK1	IRF7
MCRS1	PINX1
IRF5	XPO1
SLC35E1	ABCF3
FZD8	GOPC
PSMC2	XPO1
HEY2	SIN3A
RPS16	RPL10
MAPRE1	CLIP1
RARA	KLF5
RAB5B	RIN1
RNF43	UBE2D1
TBK1	IKBKE
RUVBL1	WDCP
SNTG1	DMD
HP	CD163
SMAD3	PIN1
BFAR	UBE2D3
RPS2	RPL10A
SREK1	PABPC1
CHUK	MAP3K1
VIP	VIPR1
SP1	CASP3
SERPINA5	FGG
GZMM	EZR
TRIM32	UBE2U
AR	NR0B2
MAP3K1	FLNB
CD82	HBEGF
LTA	UMOD
RNF114	UBE2D2
GABARAPL1	IPO5
TMED2	GOLGA2
ELL	HNRNPU
MDFI	B3GNT9
TRAF2	GCKR
TRAF2	GCKR
CDH11	CDH2
DCTN1	AKTIP
APC	ACTN1
RPS20	MAP3K14
ARRB2	CDC42
PSMC2	PSMA4
CBLC	SPRY2
COPZ2	COPG1
VCL	PGAM2
TRIM43	UBE2D4
NEURL1	UBE2N
TRIM28	ZNF354A
GAPDH	MAP3K3
MORF4L1	DMAP1
MYSM1	KIF11
ATP5D	ATP5A1
GIPR	GIP
WRAP73	VCP
MEGF10	ALMS1
PSTPIP1	DDX21
DGKZ	PRKCA
TRIM2	UBE2D4
CTSD	CCL21
BRCA2	RAD23A
C1QBP	RELB
QRICH2	MPDU1
HNRNPU	RELA
EFTUD2	PIN1
PGRMC1	SFXN1
IDH3G	IDH3B
SPTLC1	RGS20
KLHL20	DAPK1
SSFA2	YWHAG
CASP8	MAP4K4
EBI3	GOSR1
TRIP4	JUN
SFN	MDM4
EHMT1	RELA
UBASH3A	DNM1
C1QBP	TRADD
CREB3L2	ZNF212
NEDD4L	WNK1
UTRN	DRP2
RUVBL2	SMARCA5
FASLG	SNX33
RNF32	FBXL12
ZNF76	PIAS1
LARP7	HEXIM1
OSTF1	ADI1
RING1	UBE2D4
MEGF10	SHTN1
PSMA2	PSMB3
KPNA2	BRCA1
RNF182	UBE2N
PRIM2	POLA2
RNF25	UBE2E1
NOS3	AGTR1
HSPA8	IKBKE
KLC1	YWHAG
EIF2B1	HNRNPL
SMAD4	NOTCH4
DST	EXOC1
EFHC2	EXOC8
BTRC	DDIT4
EPPK1	TNFRSF1B
TCEA1	POLR2C
GNAI2	LHCGR
H1F0	CDK2
FASLG	SPTA1
EPB41	VARS
TGM2	KPNA3
STX1A	STX8
CCT6A	PPP2R2B
SF3A2	ZNF207
YIPF5	YIF1A
PAK2	GIT2
PNN	PRPF4B
SHB	GRAP2
CDK7	HSP90AB1
CBLB	SH3GL2
CIR1	U2AF1
RALYL	PSMF1
KCNJ8	ABCC8
ITGAM	ICAM1
RHOA	VAV2
CREB3L2	PTP4A1
IFIT1	ISG15
GP1BA	VWF
GNA13	MCF2
HNRNPC	PUF60
BARD1	UBE2D3
FKBP8	EGLN1
MEGF10	VWA8
BLMH	RPL11
IL1R1	MYD88
ETFA	CDC42
COL4A1	NID1
C20orf24	FANCI
TSPAN4	CD46
MKNK1	HSP90AB1
COPS2	CUL5
ABLIM1	SFN
BMP1	LAMC2
UNK	ATXN1
RPL38	NME2
APP	LRP1
FANCD2	IPO4
EFNA2	ADAM10
SMAD1	ZNF521
SNRNP70	GEMIN2
TUBB2A	PTPRS
SUPT5H	SAP30BP
DCUN1D1	CUL5
NFKB2	TIMM50
STX1A	SEPT5
PDIA3	MELTF
CFAP36	FCHSD2
SYNCRIP	PAIP1
KBTBD7	GABARAPL1
HDAC4	ZBTB16
FZD8	LRP5
ZAP70	FCGR3A
SEMA3B	NRP2
PHC1	CBX4
HNRNPK	TP63
CCL4	CXCL8
CDC25B	CDK2
CDK1	NDE1
UBOX5	UBE2D2
CASP2	MZB1
UBE2D1	RLIM
MAPKAPK5	EIF4E
LYN	NPHS1
RHOA	FLNA
MAST1	LONP1
S100A9	PAK5
PAFAH1B1	DISC1
TSG101	TRIM23
PRPSAP1	PTP4A3
S100A8	PPM1B
MTMR9	MTMR7
MYBBP1A	JUN
CASP8	TRAF6
CD247	PTPN22
PKN2	PDK1
CASP8	CRADD
NME2	PPP1R8
IRS4	PTPN11
TBP	E2F1
UBE2E1	DZIP3
SF3B3	CFLAR
PSMC3	PSMD7
CTSD	MAPK1
CNOT10	CNOT6
CSTF3	CDC73
SOX11	POU3F3
RBSN	RAB5C
MSH3	MLH1
SPARC	CTSK
CREBBP	SMAD1
HOXB7	XRCC5
SH3BP5	DISC1
AES	MAPK14
RNF43	UBE2D3
MAPK10	ELK1
RUVBL1	TNFRSF1A
BAK1	FRYL
RPS3	RPL11
FANCG	CYP19A1
MAP3K14	RPL27A
PMVK	MPDU1
PDXDC1	PHB2
MAPK14	RB1
AKT2	SETDB1
EIF4G1	MAGEA6
MED6	MED21
ST13	MAP3K3
ASL	PDHA1
POLR2B	CDK7
A1BG	CRISP3
TRIM63	CKM
BBS4	HSCB
DIMT1	RIOK2
PPM1A	DVL1
RPS2	RPS16
COPS2	COPS6
PIN1	VHL
TGFB1I1	HSPB1
UBE2E3	TRIM39
RIN2	RAB5B
CRYAA	LALBA
KPNA2	EPB41
SMARCB1	SMARCC1
TRIM5	UBE2D2
APP	TNFRSF21
UBE2E3	RNF25
RPL32	RPL19
GAK	HSPA8
APC	FAM214A
TNFRSF1A	RPS16
CA2	DISP3
TRIM25	UBE2D3
ITGB1	ANKS1B
DDX5	PIN1
MSN	L1CAM
TRAIP	TSG101
GNAQ	FFAR1
BBS4	DCTN1
SPOP	GDI1
MCM7	TRAF6
TFAP2A	WWP2
ACTG1	PTPRO
HSPA5	RIPK1
MAPT	SPTB
PRM1	SRPK1
LRP2	SERPINE1
ILK	S100A9
NUP214	SMAD4
BZW1	VAV2
IKBKE	ACLY
HNF1A	YWHAG
BLM	XRCC2
CD93	MBL2
GULP1	LRP1
RNF7	UBE2D2
RNF10	UBE2E2
DNAJB11	DOK2
CELF3	PCBP1
DLG4	SEMA4F
COL7A1	MMP2
BIRC2	MXD1
MAPK8IP2	MAPK13
PCNA	MCL1
EPPK1	MAP3K3
RPL9	RPL10
ECSIT	RAD23A
AP3B1	ARR3
APP	COL4A3
HOXB7	PRKDC
RPS9	ADAP1
REG1A	REG3A
RCC1L	RBBP6
TNIK	NEFM
RNF43	UBE2E1
MYC	CHD4
EPG5	ATF7IP
KIAA1549	LGALS4
TANK	HSPA1L
TCP1	SH3BP4
MAP3K14	HSPA1L
LSM1	LSM5
MYO1D	ILK
AP1B1	AP1M2
EP400	DMAP1
RIPK3	CAPZB
EIF2B1	PDIA4
KRT36	TWF2
KPNB1	NUP98
SLC25A5	TRADD
TYRO3	PIK3R1
TRAF1	BAG2
DDX5	MBD3
RIT2	POU4F1
GABARAP	ULK2
TUBA1B	GRM7
GSK3A	PRKCB
EIF6	NOP58
VHL	DGKI
CNOT3	CNOT6
IKBKG	PARP1
HAUS6	NEDD1
MYC	CEBPB
MDFI	EIF4E2
BNIP3L	MAP1LC3A
UBE2W	CNOT4
RPL32	RPL9
MED4	MED12
TRAF2	EDARADD
AURKB	NUF2
COPA	TCP1
PDIA6	TNFRSF14
PTPRH	MLH1
PARN	CSTF2
HSPA1L	RIPK3
FLNA	CDC42
NOC2L	MAGED1
CCSER2	EXOC1
RNF111	TSG101
APC	FBXO30
SNTB2	MAST1
POLR3G	POLR3D
APP	HMOX2
UBE2L6	MUL1
RUVBL2	BCAS1
KLHL20	CUL3
DTX1	UBE2D4
PRKCQ	PRKCZ
ATP2B1	ERBIN
ARPC1A	AARSD1
PXN	ITGA9
SREK1	SAFB
MAPKAPK5	EIF4EBP1
PARD3	NECTIN3
MC4R	MC1R
ACVR2A	TGFBR3
WDR5	CHD8
INO80	YY1
CTTNBP2NL	STRIP1
MAP2K4	MAP3K12
AP3B1	ARRB2
EIF3D	EIF3H
GLIS2	SPECC1L
IGF1R	SLC23A3
CDC40	DHX38
IVL	EVPL
CDH5	PARD6A
USP5	RAD23B
TARS	TRAF6
PTPN6	IFNAR1
DSG1	SSSCA1
LIG4	SMC2
GABARAP	STBD1
LIMK2	PARD3
CRABP2	CCND3
UBR5	MAGED1
SMAD2	PPP2R2D
TRRAP	TAF6
TRIM28	TFE3
PSEN1	JUP
NPRL2	UBE2M
TRAF2	TNFSF4
CHEK1	BRCA1
ADRM1	RAD23A
S100A12	AGER
PPP1R37	ZMYND19
TRIP6	LPAR2
RHOA	OTUB1
TMEM259	ARSE
MPG	RANBP1
ACTN4	PTPN11
NID2	COL13A1
PRKDC	RELA
SRSF9	HABP4
PTPRF	BCAR1
PIN1	HNRNPH1
HCK	FASLG
ERC2	MYB
NFE2L1	CREB5
PPM1A	ARRB2
KMT2C	CDC73
IKBKB	HSPA9
HMGB1	TAF1
SRC	PELP1
KCTD12	RIPK2
UBE2D1	RNF25
CDK3	E2F2
MAP4K1	ABL1
APP	CASP3
DCAF4	DDB1
CPAMD8	DPP4
COL4A6	FN1
PDE6D	HRAS
SERINC3	VDAC2
C20orf24	FAR1
SLC9A3R1	PLCB2
BTRC	UBQLN2
ATG12	IFIH1
PRKAB1	GYS1
VPS33B	UVRAG
ARHGAP5	ITGB1
CCDC88A	NDEL1
RPS11	DDX56
SF3A2	CCAR1
IKBKG	CAD
AP1B1	BUB1
MTUS2	PSMA1
RNF166	UBE2U
CASP10	FAS
PSMA6	PSMA5
PSMD11	PSMB1
JAK2	LEPR
C8orf33	GPRASP1
MAP3K14	DHX9
CALR	CD40
BAX	RNF144B
A2M	MAST1
CSNK2A2	PAK1
XRCC6	COIL
VDAC1	DCD
AP2B1	SMAD4
RNF7	ASB2
DDX5	STK24
IKBKB	CLTC
GRAP2	SHC1
RAB11FIP4	RAB11FIP5
FBXL12	CDC37
CPSF2	CSTF2
RPS26	RPL30
RBP4	ALB
STAT3	HSP90AB1
EXOSC1	EXOSC3
CDK5RAP3	DISC1
TWIST1	MYOD1
RINT1	RAD50
GEM	APOH
MED13	CDK8
CENPE	NUF2
EGFR	HBEGF
AP3B1	AP3D1
SH3BP2	VAV3
PTP4A3	XPO5
SMARCA5	POLR3A
RCN2	MAP3K1
BMPR1B	FKBP1B
QPCTL	POLR1E
PRDM5	EHMT2
POLR3E	POLR3A
HSPA8	APP
AVPR1B	AVP
BRCA1	POLR2K
DEAF1	GSK3A
MAP3K11	MAP3K12
FHL2	PHB2
CAMK2G	TIAM1
KPNA6	SPOP
VAMP8	MLH1
YY1	HDAC3
TCEB1	SPSB4
PPM1B	VIL1
PICALM	CASP8
BAG3	SQSTM1
FBXO5	CDC27
CHTF18	RFC4
PSTPIP1	RPL35A
PEX13	PEX7
TLR4	HSP90B1
SMAD3	CAMK2G
EP300	ATG7
RBL2	UBTF
RPS11	RUVBL2
HCRTR1	CNR1
BRF2	AIFM1
MDM2	EZR
HCFC1	ASH2L
ACTA1	TLN1
RHOQ	PARD6B
APC	CREBBP
